Movie Name,Release Period,Whether Remake,Whether Franchise,Genre,New Actor,New Director,New Music Director,Lead Star,Director,Music Director,Number of Screens,Revenue(INR),Budget(INR)
Jism Farosh,Normal,No,No,drama,No,No,No,Rajesh Sabharwal,Muneer Khan,Bhai Pawar,1,2000000,1450000
Namkeen,Normal,No,No,adult,No,No,No,Rajesh Sabharwal,Priyanka,Prashant Kumar,1,1500000,575000
The Night Of The Interview,Normal,No,No,thriller,No,Yes,Yes,Rajesh Shringharpure,Raaj Mukherjee,Ashraf Fani,30,12500000,1200000
Beehad - The Ravine,Holiday,No,No,action,No,No,No,Rajesh Tiwari,Krishna Mishra,Ravindra Jain,150,20000000,11500000
The Unforgettable,Normal,No,No,drama,Yes,Yes,No,Raji James,Arsala Qureishi,Ismail Darbar,15,8500000,230000
Blue Oranges,Holiday,No,No,drama,No,Yes,Yes,Rajit Kapoor,Rajesh Ganguly,Bipin Panchal,15,10000000,250000
Kya Yahi Sach Hai,Holiday,No,No,drama,Yes,Yes,Yes,Rajiv Roda,Y.P. Singh,Rooshin Dalal,100,15000000,1525000
Behen Hogi Teri,Normal,No,No,comedy,No,Yes,Yes,Rajkummar Rao,Ajay K. Pannanlal,Jam 8,750,130000000,30600000
Boyss Toh Boyss Hain,Normal,No,No,comedy,No,Yes,No,Rajkummar Rao,Amit Vats,Gourov Dasgupta,60,20000000,1250000
Love Sex Aur Dhokha,Normal,No,No,adult,Yes,No,No,Rajkummar Rao,Dibakar Banerjee,Sneha Khanwalkar,525,45000000,115200000
Citylights,Normal,No,No,drama,No,No,No,Rajkummar Rao,Hansal Mehta,Jeet Ganguly,450,90000000,89900000
Ragini MMS,Normal,No,No,horror,No,Yes,No,Rajkummar Rao,Pawan Kirpalani,Agnel Roman,650,60000000,146800000
Shaadi Mein Zaroor Aana,Normal,No,No,rom__com,No,Yes,No,Rajkummar Rao,Ratna Sinha,Arko Pravo Mukherjee,975,130000000,194700000
Trapped,Normal,No,No,thriller,No,No,No,Rajkummar Rao,Vikramaditya Motwane,Alokananda Dasgupta,300,50000000,35300000
Be Careful,Normal,No,No,comedy,No,No,No,Rajneesh Duggal,Chandrakant Singh,Siddharth - Suhas,275,27500000,4375000
Phhir,Holiday,No,No,suspense,No,Yes,No,Rajneesh Duggal,Girish Dhamija,Raghav Sachar,550,60000000,24800000
Spark,Holiday,No,No,action,No,No,Yes,Rajneesh Duggal,V.K. Singh,Nitz - Sony,300,50000000,1800000
1920,Holiday,No,No,horror,Yes,No,No,Rajneesh Duggal,Vikram Bhatt,Adnan Sami,525,70000000,145000000
Undertrial,Holiday,No,No,drama,No,Yes,No,Rajpal Yadav,Aziz Khan,Anu Malik,60,20000000,4600000
Main Meri Patni Aur Woh,Holiday,No,No,comedy,No,No,Yes,Rajpal Yadav,Chandan Arora,Rajendra Shiv,100,25000000,33700000
Rama Rama Kya Hai Drama,Normal,No,No,comedy,No,Yes,No,Rajpal Yadav,Chandrakant Singh,Siddharth - Suhas,375,80000000,28200000
Hello Hum Lallann Bol Rahe Hain,Normal,No,No,comedy,No,No,Yes,Rajpal Yadav,Dilip Shukla,Vijay Verma,20,17500000,700000
Ata Pata Laapata,Holiday,No,No,comedy,No,Yes,No,Rajpal Yadav,Rajpal Yadav,Sukhwinder Singh,125,110000000,4217500
Hai Golmaal In White House,Normal,No,No,comedy,No,Yes,No,Rajpal Yadav,Salar Shaikh,Shamir Tandon,4,4000000,275000
Kushti,Normal,Yes,No,comedy,No,No,No,Rajpal Yadav,T.K. Rajiv Kumar,Tauseef Akhtar,200,60000000,5425000
Ladies Tailor,Normal,No,No,comedy,No,Yes,Yes,Rajpal Yadav,Uday Kant,Nishadh Chandra,25,25000000,5300000
Masti Express,Holiday,No,No,drama,No,Yes,Yes,Rajpal Yadav,Vikram Pradhan,Chinar-Mahesh,125,22500000,8200000
Kaisay Kahein,Holiday,No,No,drama,Yes,Yes,No,Rajveer Dutt,Mohit Hussein,Pritam,45,17500000,1150000
Ruslaan,Normal,No,No,drama,Yes,No,Yes,Rajveer Sharma,Mohan Sharma,Raees Khan,20,10000000,315000
Ek Zakhm - The Blast,Normal,No,No,thriller,Yes,Yes,Yes,Rakesh,Suhail Azmi,Kabir,10,7500000,1775000
Jai Santoshi Maa,Holiday,No,No,mythological,No,Yes,No,Rakesh Bapat,Ahmed Siddiqui,Anu Malik,110,42500000,3100000
Jaadu Sa Chal Gaya,Normal,No,No,love_story,No,Yes,No,Rakesh Bapat,Dev Bsu,Nikhil - Vinay,6,9000000,500000
My Husband's Wife,Normal,No,No,drama,Yes,No,Yes,Rakhi Vohra,Vinod Chhabra,Dinesh Arjuna,5,6500000,700000
Zanjeer,Holiday,Yes,No,action,Yes,No,No,Ram Charan,Apoorva Lakhia,Anand Raj Anand,2050,600000000,221475000
Victoria House,Normal,No,No,horror,No,No,No,Ramesh Goyal,Hridhay Sharma,Sunil Singh,3,5500000,245000
Besharam,Holiday,No,No,comedy,No,No,No,Ranbir Kapoor,Abhinav Kashyap,Lalit Pandit,3400,830000000,951195000
Barfi!,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Anurag Basu,Pritam,1250,500000000,1747380000
Jagga Jasoos,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Anurag Basu,Pritam,1750,1310000000,868572500
Bombay Velvet,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Anurag Kashyap,Amit Trivedi,2550,1180000000,431365000
Wake Up Sid,Holiday,No,No,drama,No,Yes,No,Ranbir Kapoor,Ayan Mukherji,Amit Trivedi,500,180000000,471075000
Yeh Jawaani Hai Deewani,Normal,No,No,love_story,No,No,No,Ranbir Kapoor,Ayan Mukherji,Pritam,2900,750000000,2956130000
Rockstar,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Imtiaz Ali,A.R. Rehman,1950,660000000,1087017500
Tamasha,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Imtiaz Ali,A.R. Rehman,2050,870000000,1366387500
Ae Dil Hai Mushkil,Holiday,No,No,love_story,No,No,Yes,Ranbir Kapoor,Karan Johar, Pritam,2850,980000000,2295622500
Chillar Party,Normal,No,No,drama,No,Yes,No,Ranbir Kapoor,Nitish Tiwari,Amit Trivedi,325,57500000,55733750
Raajneeti,Normal,No,No,thriller,No,No,No,Ranbir Kapoor,Prakash Jha,Pritam,1750,610000000,1455040000
Ajab Prem Ki Ghazab Kahani,Normal,No,No,comedy,No,No,No,Ranbir Kapoor,Rajkumar Santoshi,Pritam,1300,440000000,997375000
Saawariya,Holiday,No,No,love_story,Yes,No,Yes,Ranbir Kapoor,Sanjay Leela Bhansali,Sanjay Leela Bhansali,850,450000000,391330000
Rocket Singh: Salesman Of The Year,Normal,No,No,drama,No,No,No,Ranbir Kapoor,Shimit Amin,Salim - Sulaiman,800,160000000,336577500
Bachna Ae Haseeno,Holiday,No,No,rom__com,No,No,No,Ranbir Kapoor,Siddharth Anand,Vishal - Shekhar,800,230000000,615725000
Anjaana Anjaani,Holiday,No,No,rom__com,No,No,No,Ranbir Kapoor,Siddharth Anand,Vishal - Shekhar,1250,400000000,684875000
Roy,Holiday,No,No,thriller,No,Yes,No,Ranbir Kapoor,Vikramjit Singh,Ankit Tiwari,2350,500000000,560215000
John Day,Holiday,No,No,thriller,No,Yes,Yes,Randeep Hooda,Ahishor Solomon,Kshitij Tarey,525,90000000,21800000
Ru-Ba-Ru,Holiday,No,No,drama,No,Yes,Yes,Randeep Hooda,Arjun Chandramohan Bali,Satya,125,55000000,5000000
Do Lafzon Ki Kahani,Normal,No,No,love_story,No,No,No,Randeep Hooda,Deepak Tijori,Dr. Zeus,600,110000000,40900000
Highway,Holiday,No,No,drama,No,No,No,Randeep Hooda,Imtiaz Ali,A.R. Rehman,750,250000000,477065000
Mere Khwabon Mein Jo Aaye,Holiday,No,No,love_story,No,Yes,No,Randeep Hooda,Madhureeta Anand,Lalit Pandit,100,30000000,1875000
Karma Aur Holi,Holiday,No,No,drama,No,Yes,No,Randeep Hooda,Manish Gupta,Raju Singh,90,100000000,2350000
Main Aur Charles,Holiday,No,No,drama,No,No,No,Randeep Hooda,Prawal Raman,Sanjeev - Darshan,900,100000000,81200000
Love Khichdi,Normal,No,No,rom__com,No,No,No,Randeep Hooda,Srinivas Bhashyam,Pritam,100,22500000,3650000
Laal Rang,Normal,No,No,drama,No,No,Yes,Randeep Hooda,Syed Ahmed Afzal,Shiraz Uppal,825,100000000,26800000
Murder 3,Holiday,No,Yes,thriller,No,Yes,No,Randeep Hooda,Vishesh Bhatt,Pritam,1400,150000000,277525000
D,Normal,No,No,action,Yes,Yes,No,Randeep Hooda,Vishram Sawant,Nitin Raikwar,250,65000000,84961000
Risk,Normal,No,No,thriller,No,No,No,Randeep Hooda,Vishram Sawant,Bappi - Tutal,300,60000000,39800000
Bombay Talkies,Normal,No,No,drama,No,No,No,Rani Mukherjee,Karan Johar,Amit Trivedi,375,125000000,130900000
Laaga Chunari Mein Daag,Holiday,Yes,No,drama,No,No,No,Rani Mukherjee,Pradeep Sarkar,Shantanu Moitra,750,200000000,366722500
Mardaani,Normal,No,No,thriller,No,No,No,Rani Mukherjee,Pradeep Sarkar,Salim - Sulaiman,1250,210000000,567190000
Aiyyaa,Normal,No,No,comedy,No,Yes,No,Rani Mukherjee,Sachin Kundalkar,Amit Trivedi,900,190000000,95850000
Toss,Normal,No,No,thriller,Yes,Yes,No,Rannvijay Singh,Ramesh Khatkar,Siddharth - Suhas,100,30000000,1950000
3:00 AM,Normal,No,No,horror,No,No,Yes,Rannvijay Singh,Vishal Mahadkar,Manan,500,85000000,14900000
Befikre,Normal,No,No,rom__com,No,No,No,Ranveer Singh,Aditya Chopra,Vishal - Shekhar,2150,640000000,1039875000
Gunday,Holiday,No,No,masala,No,No,No,Ranveer Singh,Ali Abbas Zafar,Sohail Sen,2700,510000000,1198220000
Band Baaja Baaraat,Normal,No,No,rom__com,Yes,Yes,No,Ranveer Singh,Maneesh Sharma,Salim - Sulaiman,675,150000000,333000000
Ladies vs Ricky Bahl,Normal,No,No,drama,No,No,No,Ranveer Singh,Maneesh Sharma,Salim - Sulaiman,1150,200000000,494980000
Goliyon Ki Raasleela Ram - Leela,Holiday,No,No,love_story,No,No,No,Ranveer Singh,Sanjay Leela Bhansali,Sanjay Leela Bhansali,3000,880000000,2014805000
Bajirao Mastani,Normal,No,No,drama,No,No,No,Ranveer Singh,Sanjay Leela Bhansali,Sanjay Leela Bhansali,2700,1450000000,3562025000
Kill Dil,Normal,No,No,thriller,No,No,No,Ranveer Singh,Shaad Ali,Shankar - Ehsaan - Loy,2300,400000000,521000000
Lootera,Normal,No,No,love_story,No,No,No,Ranveer Singh,Vikramaditya Motwane,Amit Trivedi,1050,320000000,464065000
Dil Dhadakne Do,Normal,No,No,drama,No,No,No,Ranveer Singh,Zoya Akhtar,Shankar - Ehsaan - Loy,2300,830000000,1447987500
Mixed Doubles,Holiday,No,No,drama,No,No,Yes,Ranvir Shorey,Rajat Kapoor,Sagar Desai,50,20000000,19000000
Mithya,Holiday,No,No,comedy,No,No,No,Ranvir Shorey,Rajat Kapoor,Sagar Desai,200,40000000,71700000
Fatso,Holiday,No,No,rom__com,No,No,No,Ranvir Shorey,Rajat Kapoor,Sagar Desai,75,60000000,2200000
Kahani Ek Devi Ki...,Holiday,No,No,drama,Yes,Yes,Yes,Rashmi Somvanshi,Surendra Singh Rathore,Kaushal Mahavir,5,3000000,250000
Kshay,Normal,No,No,drama,Yes,Yes,Yes,Rasika Dugal,Karan Gour,Karan Gour,10,1500000,570000
Maatr,Normal,No,No,drama,No,Yes,Yes,Raveena Tandon,Ashtar Sayed,Fuzon,650,85000000,16200000
Parveen Bobby,Holiday,No,No,adult,Yes,No,No,Ravi Ahlawat,Sandeep Kumar,Dilip Sen - Sameer Sen,1,7000000,2100000
Sweet Love,Normal,No,No,drama,Yes,No,Yes,Ravi Arora,Prasun Banerjee,Issan Manik,10,2000000,175000
World Cupp 2011,Normal,No,No,drama,Yes,Yes,No,Ravi Kapoor,Ravi Kapoor,Aadesh Shrivastava,85,15000000,1675000
Raja Bhai Lagey Raho,Holiday,No,No,comedy,No,No,Yes,Ravi Kissen,Dinesh Avasthi,John T. Hunt,12,5000000,2175000
Jeena Hai Toh Thok Daal,Normal,No,No,drama,No,Yes,Yes,Ravi Kissen,Manish Vatsalya,Siddhant Madhav,325,40000000,6800000
Chitkabrey,Holiday,No,No,drama,No,Yes,Yes,Ravi Kissen,Suneet Arora,Akshay Bafila,150,42500000,1875000
Ek Baar Aao Na,Normal,No,No,adult,Yes,Yes,Yes,Ravish Pandey,Fahim Khan,Tasavar Azmi,1,1500000,550000
Khwaja Mere Khwaja,Normal,No,No,mythological,No,Yes,Yes,Raza Murad,Aalima Ahmed,Nikhil Kamath,10,2500000,350000
Ek Baar Maza Lijiye,Holiday,No,No,adult,Yes,Yes,Yes,Rehaan Khan,Shashi Shekhar,Tasawar Azmi,2,1000000,350000
18.11 A Code Of Secrecy...!,Normal,No,No,thriller,Yes,Yes,No,Rehal Khan,Md. Mehatabul Haque,Jaan Nissar Lone,80,17500000,600000
Jaana... Lets Fall In Love,Holiday,No,No,love_story,Yes,Yes,Yes,Rehan Khan,Farhan Mirza,Pramod Tripathi,8,20000000,175000
Super Nani,Normal,No,No,drama,No,No,No,Rekha,Indra Kumar,Harshit Saxena,825,180000000,44100000
Detective Naani,Normal,No,No,drama,No,Yes,Yes,Rekha,Romilla Mukherjee,Romilla Mukherjee,100,25000000,8400000
Swarg Aashram,Normal,No,No,drama,Yes,Yes,Yes,Rekha Gautam,Subodh Govil,Suresh Mathur,10,2000000,1025000
Tara - The Journey Of Love & Passion,Normal,No,No,drama,No,No,Yes,Rekha Rana,Kumar Raj,Prakash Prabhakar,50,15000000,1200000
Teesra Shabd,Normal,No,No,drama,Yes,Yes,No,Reshma Singh,Sandeep Solanki,Vaishnav Deva,10,5000000,250000
Tamanchey,Holiday,No,No,love_story,No,Yes,No,Richa Chaddha,Suryaveer Singh Bhullar,Krsna,825,100000000,18800000
Swaha,Normal,No,No,drama,Yes,No,Yes,Rikkee,Manoj Sharma,Praveen Bhardwaj,35,6000000,600000
Jeena To Hai,Normal,No,No,thriller,No,No,Yes,Rishabh,Milind Swamy,Uttsava Anand,10,6000000,1250000
Bolo Raam,Holiday,No,No,thriller,Yes,Yes,No,Rishi Bhutani,Rakesh Chaturvedi,Sachin Gupta,125,40000000,3050000
Love Ke Chakkar Mein...,Normal,No,No,rom__com,No,No,No,Rishi Kapoor,B.H. Tharun Kumar,Anand Raj Anand,55,35000000,3450000
Do Dooni Chaar,Normal,No,No,comedy,No,Yes,Yes,Rishi Kapoor,Habib Faisal,Meet Bros,325,60000000,57900000
Pyaar Mein Twist,Normal,No,No,rom__com,No,No,No,Rishi Kapoor,Hriday Shetty,Jatin - Lalit,80,37500000,13200000
Chintuji,Normal,No,No,comedy,No,Yes,No,Rishi Kapoor,Ranjit Kapoor,Sukhwinder Singh,100,70000000,1200000
Patel Ki Punjabi Shaadi,Normal,No,No,comedy,No,No,No,Rishi Kapoor,Sanjay Chhel,Lalit Pandit,725,110000000,25356250
Khushboo,Normal,No,No,love_story,Yes,Yes,No,Rishi Rehan,Rajesh Ram Singh,Adnan Sami,80,25000000,1900000
Ishq Ke Parindey,Normal,No,No,love_story,Yes,Yes,No,Rishi Verma,Shakir Khan,Rashid Khan,150,32500000,4200000
Naari Teri Shakti Anokhi,Normal,No,No,drama,Yes,Yes,No,Rita S. Roy,Rita S. Roy,Ravindra Jain,20,2000000,275000
De Taali,Normal,No,No,comedy,No,No,No,Riteish Deshmukh,E. Niwas,Vishal - Shekhar,475,120000000,131047500
Dhamaal,Normal,No,No,comedy,No,No,No,Riteish Deshmukh,Indra Kumar,Adnan Sami,800,190000000,507330000
Grand Masti,Holiday,No,Yes,comedy,No,No,No,Riteish Deshmukh,Indra Kumar,Sanjeev - Darshan,2100,340000000,1305110000
Great Grand Masti,Normal,No,Yes,comedy,No,No,No,Riteish Deshmukh,Indra Kumar,Sanjeev - Darshan,1700,390000000,202262500
Bangistan,Normal,No,No,comedy,No,Yes,No,Riteish Deshmukh,Karan Anshuman,Ram Sampath,700,290000000,83025000
Tere Naal Love Ho Gaya,Normal,No,No,rom__com,No,Yes,No,Riteish Deshmukh,Mandeep Kumar,Sachin - Jigar,1200,140000000,306262500
Jaane Kahan Se Aayi Hai,Normal,No,No,fantasy,No,Yes,No,Riteish Deshmukh,Milap Zaveri,Sajid - Wajid,425,180000000,52500000
Malamaal Weekly,Normal,No,No,comedy,No,No,Yes,Riteish Deshmukh,Priyadarshan,Uttankk V. Vorra,300,70000000,427680000
Apna Sapna Money Money,Normal,No,No,comedy,No,No,No,Riteish Deshmukh,Sangeeth Sivan,Pritam,450,95000000,207325000
Aladin,Holiday,No,No,fantasy,No,No,No,Riteish Deshmukh,Sujoy Ghosh,Vishal - Shekhar,600,420000000,108950000
Kal Kissne Dekha,Normal,No,No,comedy,No,No,No,Riteish Deshmukh,Vivek Sharma,Sajid - Wajid,475,210000000,82520000
Mahidpur 0 K.M.,Normal,No,No,drama,Yes,Yes,Yes,Ritesh Raghuvanshi,Sanoj Mishra,Aditya Gaud,1,1500000,155000
Life Express,Normal,No,No,drama,No,Yes,No,Rituparna Sengupta,Anup Das,Roop Kumar Rathod,45,15000000,650000
Calapor,Holiday,No,No,drama,No,Yes,Yes,Rituparna Sengupta,Dinesh P. Bhonsle,Arjuna Harjai,75,25000000,1200000
A Strange Love Story,Normal,No,No,drama,No,No,No,Riya Sen,Tarique Khan,Santokh Singh,90,27500000,2200000
Gippi,Normal,No,No,drama,Yes,Yes,No,Riya Vij,Sonam Nair,Vishal - Shekhar,375,60000000,57500000
Amdavad Junction,Normal,No,No,thriller,Yes,Yes,Yes,Rohan Jardosh,Apurv Bajpai,Parampara Band,85,5000000,350000
Mittal Vs Mittal,Normal,No,No,drama,No,No,No,Rohit Roy,Karan Razdan,Shamir Tandon,100,32500000,2600000
Hum Dum,Holiday,No,No,rom__com,Yes,No,Yes,Romit Raaj,Kushan Nandy,Sujeet Shetty,30,10000000,5900000
2 Little Indians,Holiday,No,No,drama,Yes,Yes,Yes,Ronak Bhatia,Ravi Bhatia,Santosh Anand,2,3500000,600000
Ugly,Normal,No,No,drama,No,No,No,Ronit Roy,Anurag Kashyap,G.V. Prakash Kumar,350,65000000,83400000
Udaan,Normal,No,No,drama,No,Yes,No,Ronit Roy,Vikramaditya Motwane,Amit Trivedi,225,45000000,42805000
Chowrasta - Crossroads Of Love,Normal,No,No,drama,No,No,No,Roopa Ganguly,Anjan Dutt,Neel Dutt,35,20000000,1275000
I Don't Luv U,Normal,No,No,love_story,No,Yes,Yes,Ruslan Mumtaz,Amit Kasaria,Amit Kasaria,200,20000000,7000000
MP3 - Mera Pehla Pehla Pyaar,Normal,No,No,love_story,Yes,No,Yes,Ruslan Mumtaz,Robby Grewal,Dhruv Ghanekar,90,45000000,12600000
Teree Sang,Normal,No,No,love_story,No,No,Yes,Ruslan Mumtaz,Satish Kaushik,Sachin - Jigar,300,80000000,26900000
Saala Khadoos,Normal,No,No,drama,No,Yes,Yes,R. Madhavan,Sudha Kongara,Santhosh Narayanan,700,200000000,149500000
Chand Ke Paar Chalo,Normal,No,No,love_story,Yes,No,Yes,Saahib,Mustafa Engineer,Vishnu Narayan,30,27500000,2900000
Mumbai Mirror,Holiday,No,No,action,No,No,No,Sachiin Joshi,Ankush Bhatt,Amjad - Nadeem,950,180000000,25800000
Jackpot,Normal,No,No,thriller,No,No,Yes,Sachiin Joshi,Kaizad Gustad,Itek Bhutani,1200,270000000,59200000
Aazaan,Normal,No,No,action,Yes,Yes,No,Sachiin Joshi,Prashant Chadha,Salim - Sulaiman,675,330000000,26300000
Jaana Pehchana,Normal,No,No,drama,No,No,No,Sachin,Sachin,Ravindra Jain,1,15000000,250000
Chhodo Kal Ki Baatein,Holiday,No,No,drama,No,Yes,No,Sachin Khedekar,Pramod Joshi,Bappi - Tutal,50,20000000,750000
Bose - The Forgotten Hero,Normal,No,No,drama,No,No,No,Sachin Khedekar,Shyam Benegal,A.R. Rehman,45,40000000,12500000
Mobile Phone,Normal,No,No,drama,Yes,No,Yes,Saagar Bhatia,Sikander Bhatia,Kamran Khan,7,7000000,1375000
Sab Kuch Nahin Kuch Bhi Nahin,Holiday,No,No,drama,No,Yes,No,Sachit Patil,Abhik Bhanu,Jatin - Lalit,7,7000000,160000
Siyasat - The Politics,Holiday,No,No,drama,No,Yes,Yes,Sadashiv Amrapurkar,K. Ashfaq,Santosh Sharma,1,4000000,475000
The Hero - Abhimanyu,Normal,No,No,action,No,Yes,Yes,Sagar,Santosh Mishra,Gurudutt Sahil,10,12500000,300000
Babloo Happy Hai,Normal,No,No,love_story,Yes,No,Yes,Sahil Anand,Nila Madhab Panda,Bishakh - Kanish,275,45000000,3000000
Ramaa - The Saviour,Normal,No,No,fantasy,No,Yes,No,Sahil Khan,Hadi Abrar,Siddharth - Suhas,95,77500000,1400000
Double Cross - Ek Dhoka,Holiday,No,No,drama,No,No,Yes,Sahil Khan,Sabir Shaikh,DJ Aqeel,55,17500000,8756550
Love Express,Normal,No,No,comedy,Yes,Yes,No,Sahil Mehta,Sunny Bhambhani,Jaidev Kumar,150,50000000,2900000
Anna Ka Andolan,Normal,No,No,drama,Yes,Yes,No,Sahil Pathan,Dinesh Parihar,Baba Jagirdar,1,1500000,230000
M.A.D - Mad About Dance,Normal,No,No,drama,Yes,Yes,No,Sahil Prem,Sahil Prem,Sangeet - Siddharth,150,37500000,2700000
Race,Holiday,No,No,thriller,No,No,No,Saif Ali Khan,Abbas - Mustan,Pritam,1300,460000000,1034500000
Race 2,Holiday,No,Yes,thriller,No,No,No,Saif Ali Khan,Abbas - Mustan,Pritam,3200,940000000,1615375000
Being Cyrus,Normal,No,No,drama,No,Yes,No,Saif Ali Khan,Homi Adajania,Salim - Sulaiman,80,40000000,64212500
Cocktail,Normal,No,No,rom__com,No,No,No,Saif Ali Khan,Homi Adajania,Pritam,1600,530000000,1252347500
Love Aaj Kal,Normal,No,No,rom__com,No,No,No,Saif Ali Khan,Imtiaz Ali,Pritam,1350,560000000,1195175000
Phantom,Holiday,No,No,action,No,No,No,Saif Ali Khan,Kabir Khan,Pritam,2600,720000000,844400000
Thoda Pyaar Thoda Magic,Normal,No,No,drama,No,No,No,Saif Ali Khan,Kunal Kohli,Shankar - Ehsaan - Loy,750,230000000,372530000
Sanam Teri Kasam,Normal,No,No,love_story,No,No,No,Harshvardhan Rane,Lawrence D'Souza,Nadeem - Shravan,10,25000000,725000
Parineeta,Normal,No,No,drama,No,Yes,No,Saif Ali Khan,Pradeep Sarkar,Shantanu Moitra,325,170000000,326325000
Aarakshan,Holiday,No,No,drama,No,No,No,Saif Ali Khan,Prakash Jha,Shankar - Ehsaan - Loy,1500,530000000,645292500
Go Goa Gone,Normal,No,No,comedy,No,Yes,No,Saif Ali Khan,Raj Nidimoru,Sachin - Jigar,1100,190000000,384250000
Happy Ending,Holiday,No,No,rom__com,No,No,No,Saif Ali Khan,Raj Nidimoru,Sachin - Jigar,1650,570000000,380055000
Chef,Holiday,Yes,No,drama,No,No,No,Saif Ali Khan,Raja Krishna Menon,Raghu Dixit,1550,310000000,105495000
Kurbaan,Normal,No,No,thriller,No,Yes,No,Saif Ali Khan,Renzil D'Silva,Salim - Sulaiman,1250,500000000,429865000
Humshakals,Normal,No,No,comedy,No,No,No,Saif Ali Khan,Sajid Khan,Himesh Reshammiya,2800,640000000,870200000
Salaam Namaste,Normal,No,No,rom__com,No,Yes,No,Saif Ali Khan,Siddharth Anand,Vishal - Shekhar,325,110000000,572300000
Ta Ra Rum Pum,Normal,No,No,drama,No,No,No,Saif Ali Khan,Siddharth Anand,Vishal - Shekhar,725,300000000,691450000
Agent Vinod,Holiday,No,No,thriller,No,No,No,Saif Ali Khan,Sriram Raghavan,Pritam,2200,600000000,730050000
Bullet Raja,Normal,No,No,action,No,No,No,Saif Ali Khan,Tigmanshu Dhulia,Sajid - Wajid,2150,520000000,538825000
Yeh Ishq.....Nahin,Normal,No,No,drama,Yes,Yes,Yes,Sail Hasan,Syed Rushdi Hasan,Asheesh Thadani,3,4500000,200000
Life Mein Hungama Hai,Normal,No,No,comedy,Yes,Yes,No,Saksham Kulkarni,Sunil Advani,Jeet Ganguly,5,10000000,250000
Software Hardware Kya Yaaron,Normal,No,No,comedy,Yes,Yes,Yes,Saleem Ahmed,Rabi Kisku,Sur Rhyeal,12,3000000,175000
Laal Kranti,Normal,No,No,action,Yes,Yes,Yes,Saleem Ansari,Rupender Verma,Prawaldeep,2,2500000,75000
Petrol,Holiday,No,No,action,Yes,Yes,Yes,Salim Gaur,Pradeep Maru,Mahesh - Vinod,1,3500000,2700000
Dabangg,Holiday,No,No,action,No,Yes,No,Salman Khan,Abhinav Kashyap,Sajid - Wajid,1900,410000000,2192700000
Sultan,Holiday,No,No,masala,No,No,No,Salman Khan,Ali Abbas Zafar,Vishal - Shekhar,4350,1450000000,5772875000
Tiger Zinda Hai,Holiday,No,Yes,action,No,No,No,Salman Khan,Ali Abbas Zafar,Vishal - Shekhar,4600,2100000000,5651020000
Ready,Normal,Yes,No,comedy,No,No,No,Salman Khan,Anees Bazmee,Pritam,2300,610000000,1833987500
Veer,Normal,No,No,action,No,No,No,Salman Khan,Anil Sharma,Sajid - Wajid,1600,630000000,611400000
Dabangg 2,Holiday,No,Yes,action,No,Yes,No,Salman Khan,Arbaaz Khan,Sajid - Wajid,3400,840000000,2492350000
Maine Pyaar Kyun Kiya?,Normal,No,No,comedy,No,No,No,Salman Khan,David Dhawan,Himesh Reshammiya,450,150000000,472225000
Partner,Normal,Yes,No,comedy,No,No,No,Salman Khan,David Dhawan,Sajid - Wajid,1100,280000000,1009115000
Shaadi Karke Phas Gaya Yaar,Normal,No,No,rom__com,No,No,No,Salman Khan,K.S. Adhiyaman,Sajid - Wajid,200,110000000,50250000
Ek Tha Tiger,Holiday,No,No,action,No,No,No,Salman Khan,Kabir Khan,Sajid - Wajid,3200,920000000,3083150000
Bajrangi Bhaijaan,Holiday,No,No,masala,No,No,No,Salman Khan,Kabir Khan,Pritam,4100,1250000000,6039940000
Tubelight,Holiday,Yes,No,drama,No,No,No,Salman Khan,Kabir Khan,Pritam,4400,1350000000,2079900000
Salaam-E-Ishq,Holiday,Yes,No,love_story,No,No,No,Salman Khan,Nikhil Advani,Shankar - Ehsaan - Loy,900,430000000,522400000
Wanted,Holiday,Yes,No,action,No,Yes,No,Salman Khan,Prabhu Deva,Sajid - Wajid,1400,520000000,932300000
Main Aurr Mrs. Khanna,Holiday,No,No,rom__com,No,Yes,No,Salman Khan,Prem Soni,Sajid - Wajid,750,380000000,146137500
Kyon Ki,Holiday,Yes,No,love_story,No,No,No,Salman Khan,Priyadarshan,Himesh Reshammiya,475,210000000,231540000
Baabul,Normal,No,No,drama,No,No,No,Salman Khan,Ravi Chopra,Aadesh Shrivastava,675,260000000,395745000
God Tussi Great Ho,Holiday,No,No,comedy,No,Yes,No,Salman Khan,Rumi Jaffery,Sajid - Wajid,775,210000000,206112500
Saawan... The Love Season,Normal,No,No,love_story,No,No,No,Salman Khan,Saawan Kumar Tak,Aadesh Shrivastava,275,50000000,59168750
Kick,Holiday,Yes,No,action,No,Yes,No,Salman Khan,Sajid Nadiadwala,Honey Singh,3800,1400000000,3518000000
Bodyguard,Holiday,Yes,No,action,No,Yes,No,Salman Khan,Siddique,Himesh Reshammiya,2750,700000000,2343900000
Jai Ho,Holiday,No,No,action,No,No,No,Salman Khan,Sohail Khan,Sajid - Wajid,3700,1020000000,1862120000
